Sample,Region,Age,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,L.O.I,Total,P,K,Sc,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,Ge,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,Age (Ma),87Rb/86Sr,87Sr/86Sr,2s,(87Sr/86Sr)i,147Sm/144Nd,143Nd/144Nd,2s,TDM(Ga),εNd(t),,,mAl2O3,mCaO,mNa2O,mK2O,mFeO,TFeO,mMgO,Mg#,Na2O/K2O,0.111111111,0.056847545,0.884353741,Ce/Pb,Nb/Ta,nLa,nCe,nPr,nNd,nSm,nEu,nGd,nTb,nDy,nHo,nEr,nTm,nYb,nLu
DHL12-6-1,East,Mid K,67.58,0.53,15.96,4.13,,0.06,0.93,3.64,4.17,2.21,0.05,1.43,100.44,,,,,,40.52,,,6.64,56.2,51.54,,,81.77,414.34,8.31,63.01,4.48,2.45,531.3,13.16,33.95,4.24,15.71,3.03,0.96,2.87,0.38,1.93,0.4,1.03,0.16,1.05,0.15,1.7,0.59,18.82,5.58,1.42,109.9,,,,,,,,,,,,0.156470588,0.065,0.067258065,0.023510638,0.051613528,3.716174,0.02325,31.05651135,1.886877828,,,,1.803931987,7.593220339,55.527 ,55.474 ,44.632 ,33.640 ,19.804 ,16.552 ,13.966 ,10.160 ,7.598 ,7.067 ,6.224 ,6.275 ,6.176 ,5.906 
DHL-6,East,Mid K,67.22,0.56,15.92,3.18,,0.11,0.88,3.46,4.16,2.5,0.14,1.5,99.42,,,,,,41.98,,,8.5,52.1,46.17,,,84.34,408.79,8.68,64.33,4.13,2.49,545.8,12.22,34.53,4.39,15.98,3.04,0.97,2.97,0.4,2.01,0.4,1.08,0.15,1.01,0.14,1.58,0.57,17.97,5.74,1.58,109.9,,,,,,,,,,,,0.156078431,0.061785714,0.067096774,0.026595745,0.039741167,2.861364,0.022,35.63262761,1.664,,,,1.921535893,7.245614035,51.561 ,56.422 ,46.211 ,34.218 ,19.869 ,16.724 ,14.453 ,10.695 ,7.913 ,7.067 ,6.526 ,5.882 ,5.941 ,5.512 
Jnxc-2a,East,Late K,66.49,0.4,16.3,3.7,,0.06,2,4.45,4.83,2.06,0.14,0.73,99.75,,,,,,36.9,,,18.4,4.8,37,,,65,492,11.6,103,4.7,2.2,398,17.7,36.4,4.2,15.9,2.86,0.84,2.46,0.38,2.15,0.43,1.16,0.2,1.33,0.22,5.5,0.83,9.1,9.3,1.8,,,,,,,,,,,,,0.159803922,0.079464286,0.077903226,0.021914894,0.046239722,3.32926,0.05,51.95359966,2.344660194,,,,4,5.662650602,74.684 ,59.477 ,44.211 ,34.047 ,18.693 ,14.483 ,11.971 ,10.160 ,8.465 ,7.597 ,7.009 ,7.843 ,7.824 ,8.661 
Jxnc-2*,East,Late K,66.44,0.46,16.31,3.69,,0.07,2.23,4.4,4.59,2.11,0.13,0.74,99.6,,,,,,64.98,,,38.53,9.98,48.65,,,57.5,482.41,11.05,24.64,4.32,1.79,438.96,17.48,32.1,3.82,15.21,2.81,0.81,2.63,0.38,2.1,0.41,1.21,0.18,1.16,0.18,1.18,0.35,10.04,8.47,1.48,,,,,,,,,,,,,0.159901961,0.078571429,0.074032258,0.022446809,0.04611475,3.320262,0.05575,54.7294329,2.17535545,,,,3.197211155,12.34285714,73.755 ,52.451 ,40.211 ,32.570 ,18.366 ,13.966 ,12.798 ,10.160 ,8.268 ,7.244 ,7.311 ,7.059 ,6.824 ,7.087 
Jxnc-2-1*,East,Late K,67.08,0.5,16.47,3.25,,0.07,2.21,4.04,4.33,2.24,0.16,0.84,99.46,,,,,,59.81,,,36.49,10.95,52.9,,,69.86,438.26,12.54,26.59,4.59,1.97,428.46,18.65,33.86,4.02,14.53,2.49,0.79,2.91,0.47,2.25,0.51,1.31,0.2,1.36,0.17,1.28,0.41,11.1,9.22,1.57,,,,,,,,,,,,,0.161470588,0.072142857,0.06983871,0.023829787,0.040615972,2.92435,0.05525,57.63254544,1.933035714,,,,3.05045045,11.19512195,78.692 ,55.327 ,42.316 ,31.113 ,16.275 ,13.621 ,14.161 ,12.567 ,8.858 ,9.011 ,7.915 ,7.843 ,8.000 ,6.693 
PD1-2-1,East,Late K,69.08,0.41,15.75,2.3,,0.03,1.4,3.34,4.78,0.97,0.11,1.73,99.9,,,8.77,,42.8,10.9,,2.57,8.83,27.2,115,14.8,,44.8,417,8.79,113,6.23,,191,4.99,8.92,1.03,4.35,1.03,0.56,1.06,0.2,1.19,0.27,0.73,0.11,0.73,0.12,2.68,0.54,36.1,4.24,1.59,100.04,,,,,,,,,,,,0.154411765,0.059642857,0.077096774,0.010319149,0.028743611,2.06954,0.035,54.90746349,4.927835052,,,,0.247091413,11.53703704,21.055 ,14.575 ,10.842 ,9.315 ,6.732 ,9.655 ,5.158 ,5.348 ,4.685 ,4.770 ,4.411 ,4.314 ,4.294 ,4.724 
PD1-2-2,East,Late K,68.58,0.42,15.71,2.22,,0.03,1.35,3.39,4.68,0.99,0.11,2.32,99.81,,,8.39,,45.5,10.5,,2.34,8.52,23.2,90.8,15.6,,49,460,8.46,116,6.41,,212,5.2,9.17,1.01,4.26,1.04,0.56,1.07,0.2,1.15,0.26,0.72,0.11,0.75,0.11,2.81,0.58,29.9,4.35,1.61,100.04,,,,,,,,,,,,0.154019608,0.060535714,0.075483871,0.010531915,0.027743833,1.997556,0.03375,54.88355201,4.727272727,,,,0.306688963,11.05172414,21.941 ,14.984 ,10.632 ,9.122 ,6.797 ,9.655 ,5.207 ,5.348 ,4.528 ,4.594 ,4.350 ,4.314 ,4.412 ,4.331 
PD1-5-1,East,Late K,70.34,0.4,15.47,2.02,,0.03,1.19,2.78,5.15,1.09,0.1,1.33,99.89,,,8.31,,40.1,9.04,,2.21,7.46,19.9,90.9,15.4,,48.9,415,7.63,129,8.71,,236,6.01,10.6,1.24,5,1.1,0.55,1.1,0.19,1.03,0.22,0.62,0.09,0.59,0.1,3.26,0.88,25.4,6.08,2.16,100.04,,,,,,,,,,,,0.151666667,0.049642857,0.083064516,0.011595745,0.025244389,1.817596,0.02975,54.09642802,4.724770642,,,,0.417322835,9.897727273,25.359 ,17.320 ,13.053 ,10.707 ,7.190 ,9.483 ,5.353 ,5.080 ,4.055 ,3.887 ,3.746 ,3.529 ,3.471 ,3.937 
PD1-5-2,East,Late K,70.45,0.39,15.21,2.01,,0.03,1.2,2.81,5.12,1.06,0.1,1.49,99.86,,,8.24,,40.9,8.05,,2.11,7.23,19.2,74.3,14.6,,47.6,400,7.62,148,8.01,,216,12.6,22.7,2.35,8.33,1.52,0.51,1.33,0.21,1.01,0.23,0.6,0.09,0.61,0.09,3.66,0.82,23.3,8.09,2.2,100.04,,,,,,,,,,,,0.149117647,0.050178571,0.082580645,0.011276596,0.025119417,1.808598,0.03,54.42728137,4.830188679,,,,0.974248927,9.768292683,53.165 ,37.092 ,24.737 ,17.837 ,9.935 ,8.793 ,6.472 ,5.615 ,3.976 ,4.064 ,3.625 ,3.529 ,3.588 ,3.543 
PD1-6,East,Late K,68.91,0.4,14.47,3.33,,0.04,1.6,2.01,4.74,1.27,0.12,2.98,99.86,,,9.37,,53.9,14.1,,4.06,9.83,94.7,94.1,18.5,,69.7,359,10.3,112,7.24,,131,7.88,15.6,1.82,7.6,1.83,0.57,1.73,0.29,1.52,0.32,0.89,0.13,0.84,0.13,2.67,0.62,35.8,5.21,1.55,100.04,,,,,,,,,,,,0.141862745,0.035892857,0.076451613,0.013510638,0.04161575,2.996334,0.04,49.01014816,3.732283465,,,,0.43575419,11.67741935,33.249 ,25.490 ,19.158 ,16.274 ,11.961 ,9.828 ,8.418 ,7.754 ,5.984 ,5.654 ,5.378 ,5.098 ,4.941 ,5.118 
PD1-7,East,Late K,70.69,0.37,14.7,2.04,,0.02,0.99,2.26,5.01,1.08,0.09,2.69,99.95,,,8.45,,33.9,8.38,,2.13,6.48,53.1,40.2,15.2,,48.8,388,10.6,133,8.07,,172,20.2,38.3,4.2,15.9,2.85,0.58,2.3,0.35,1.6,0.32,0.9,0.12,0.84,0.12,3.17,0.77,15.4,6.87,2.08,100.04,,,,,,,,,,,,0.144117647,0.040357143,0.080806452,0.011489362,0.025494333,1.835592,0.02475,49.25928629,4.638888889,,,,2.487012987,10.48051948,85.232 ,62.582 ,44.211 ,34.047 ,18.627 ,10.000 ,11.192 ,9.358 ,6.299 ,5.654 ,5.438 ,4.706 ,4.941 ,4.724 
ML06-2,East,Late K,71.27,0.1,12.38,0.98,,0.03,0.59,1.78,2.6,2.94,0.01,7.08,99.77,,,1.1,472,1.5,5.8,228,39.4,1,2,40.1,14,,128,325,12.7,109,11.4,10.9,510,33.4,55.4,5.73,17.2,2.92,0.31,2.24,0.38,2.21,0.45,1.22,0.19,1.26,0.19,3.74,1.41,18.6,17.6,3.83,104,1.14,0.707172,,0.705484,0.1026,0.512611,,0.742,0.73,,,0.121372549,0.031785714,0.041935484,0.031276596,0.012247278,0.881804,0.01475,54.63513811,0.884353741,,,,2.978494624,8.085106383,140.928 ,90.523 ,60.316 ,36.831 ,19.085 ,5.345 ,10.900 ,10.160 ,8.701 ,7.951 ,7.372 ,7.451 ,7.412 ,7.480 
10GW239,East,Late K,70.4,0.46,14.7,2.59,,1.65,0.05,2.94,3.27,2.74,0.03,0.73,99.6,,,5.1,,45.6,39.6,,8.26,21.5,,,15.7,,93.1,330,5.88,66.6,8.86,,526,30.2,48.6,4.52,13.9,1.86,0.9,1.53,0.22,1.08,0.22,0.61,0.11,0.67,0.12,2.06,0.73,,11.2,1.11,94.7,,,,,,,,,,,,0.144117647,0.0525,0.052741935,0.029148936,0.032367806,2.330482,0.00125,3.718267684,1.193430657,,,,#DIV/0!,12.1369863,127.426 ,79.412 ,47.579 ,29.764 ,12.157 ,15.517 ,7.445 ,5.882 ,4.252 ,3.887 ,3.686 ,4.314 ,3.941 ,4.724 
10GW237,East,Late K,66.6,0.59,16.1,3.65,,1.64,0.06,3.57,3.63,2.63,0.1,1.03,99.6,,,9.31,,69.9,24.1,,9.21,14.2,,,19.2,,87.7,408,12.7,61.1,10.6,,628,30.3,56.1,5.87,21,3.46,1.04,2.9,0.48,2.43,0.44,1.25,0.21,1.27,0.2,2.46,0.85,,8.3,1.32,90.2,,,,,,,,,,,,0.157843137,0.06375,0.058548387,0.027978723,0.045614861,3.28427,0.0015,3.183708844,1.380228137,,,,#DIV/0!,12.47058824,127.848 ,91.667 ,61.789 ,44.968 ,22.614 ,17.931 ,14.112 ,12.834 ,9.567 ,7.774 ,7.553 ,8.235 ,7.471 ,7.874 
3123213,East,Late K,66.6,0.59,16.1,3.65,,1.64,0.06,3.57,3.63,2.63,0.1,1.03,99.6,,,9.31,,69.9,24.1,,9.21,14.2,,,19.2,,87.7,1400,60,61.1,10.6,,628,30.3,56.1,5.87,21,3.46,1.04,2.9,0.48,2.43,0.44,1.25,0.21,1.27,0.2,2.46,0.85,,8.3,1.32,90.2,,,,,,,,,,,,0.157843137,0.06375,0.058548387,0.027978723,0.045614861,3.28427,0.0015,3.183708844,1.380228137,,,,#DIV/0!,12.47058824,127.848 ,91.667 ,61.789 ,44.968 ,22.614 ,17.931 ,14.112 ,12.834 ,9.567 ,7.774 ,7.553 ,8.235 ,7.471 ,7.874 
